"Date","zt"
"27 Feb 06","2.3567"
"24 Feb 06","2.3594"
"23 Feb 06","2.3694"
"22 Feb 06","2.3668"
"21 Feb 06","2.358"
"20 Feb 06","2.3532"
"17 Feb 06","2.3581"
"16 Feb 06","2.3536"
"15 Feb 06","2.3509"
"14 Feb 06","2.342"
"13 Feb 06","2.3556"
"10 Feb 06","2.3641"
"09 Feb 06","2.3514"
"08 Feb 06","2.3556"
"07 Feb 06","2.3486"
"06 Feb 06","2.3558"
"03 Feb 06","2.3532"
"02 Feb 06","2.3593"
"01 Feb 06","2.3559"
"31 Jan 06","2.3493"
"30 Jan 06","2.3621"
"27 Jan 06","2.3603"
"26 Jan 06","2.3685"
"25 Jan 06","2.3756"
"24 Jan 06","2.3782"
"23 Jan 06","2.3724"
"20 Jan 06","2.3576"
"19 Jan 06","2.36"
"18 Jan 06","2.3557"
"17 Jan 06","2.3421"
"16 Jan 06","2.3444"
"13 Jan 06","2.3536"
"12 Jan 06","2.3441"
"11 Jan 06","2.335"
"10 Jan 06","2.3509"
"09 Jan 06","2.3472"
"06 Jan 06","2.3589"
"05 Jan 06","2.3501"
"04 Jan 06","2.3617"
"03 Jan 06","2.3602"
"30 Dec 05","2.34"
"29 Dec 05","2.3569"
"28 Dec 05","2.3627"
"23 Dec 05","2.3773"
"22 Dec 05","2.3727"
"21 Dec 05","2.3721"
"20 Dec 05","2.3925"
"19 Dec 05","2.3721"
"16 Dec 05","2.385"
"15 Dec 05","2.3568"
"14 Dec 05","2.3434"
"13 Dec 05","2.3457"
"12 Dec 05","2.3479"
"09 Dec 05","2.3355"
"08 Dec 05","2.3352"
"07 Dec 05","2.317"
"06 Dec 05","2.3062"
"05 Dec 05","2.3164"
"02 Dec 05","2.3193"
"01 Dec 05","2.3342"
"30 Nov 05","2.3377"
"29 Nov 05","2.3242"
"28 Nov 05","2.3351"
"25 Nov 05","2.3326"
"24 Nov 05","2.3297"
"23 Nov 05","2.3316"
"22 Nov 05","2.331"
"21 Nov 05","2.3379"
"18 Nov 05","2.3439"
"17 Nov 05","2.3445"
"16 Nov 05","2.3507"
"15 Nov 05","2.375"
"14 Nov 05","2.3871"
"11 Nov 05","2.3758"
"10 Nov 05","2.3894"
"09 Nov 05","2.3721"
"08 Nov 05","2.3697"
"07 Nov 05","2.377"
"04 Nov 05","2.3908"
"03 Nov 05","2.3958"
"02 Nov 05","2.394"
"01 Nov 05","2.3656"
"31 Oct 05","2.3688"
"28 Oct 05","2.367"
"27 Oct 05","2.354"
"26 Oct 05","2.3536"
"25 Oct 05","2.3648"
"24 Oct 05","2.358"
"21 Oct 05","2.3675"
"20 Oct 05","2.35"
"19 Oct 05","2.3501"
"18 Oct 05","2.342"
"17 Oct 05","2.3331"
"14 Oct 05","2.3455"
"13 Oct 05","2.3396"
"12 Oct 05","2.3215"
"11 Oct 05","2.3203"
"10 Oct 05","2.312"
"07 Oct 05","2.3252"
"06 Oct 05","2.3406"
"05 Oct 05","2.3289"
"04 Oct 05","2.3086"
"03 Oct 05","2.3038"
"30 Sep 05","2.3161"
"29 Sep 05","2.3198"
"28 Sep 05","2.3306"
"27 Sep 05","2.3413"
"26 Sep 05","2.3452"
"23 Sep 05","2.3434"
"22 Sep 05","2.3428"
"21 Sep 05","2.3485"
"20 Sep 05","2.3441"
"19 Sep 05","2.3526"
"16 Sep 05","2.3528"
"15 Sep 05","2.3521"
"14 Sep 05","2.3657"
"13 Sep 05","2.3703"
"12 Sep 05","2.3607"
"09 Sep 05","2.3761"
"08 Sep 05","2.3857"
"07 Sep 05","2.3944"
"06 Sep 05","2.4029"
"05 Sep 05","2.4011"
"02 Sep 05","2.411"
"01 Sep 05","2.4017"
"31 Aug 05","2.3955"
"30 Aug 05","2.3851"
"26 Aug 05","2.3822"
"25 Aug 05","2.3732"
"24 Aug 05","2.3794"
"23 Aug 05","2.3837"
"22 Aug 05","2.3855"
"19 Aug 05","2.3887"
"18 Aug 05","2.3772"
"17 Aug 05","2.3727"
"16 Aug 05","2.3566"
"15 Aug 05","2.3563"
"12 Aug 05","2.3504"
"11 Aug 05","2.3376"
"10 Aug 05","2.3509"
"09 Aug 05","2.3488"
"08 Aug 05","2.3347"
"05 Aug 05","2.3105"
"04 Aug 05","2.3006"
"03 Aug 05","2.3075"
"02 Aug 05","2.3158"
"01 Aug 05","2.3244"
"29 Jul 05","2.3161"
"28 Jul 05","2.3166"
"27 Jul 05","2.3077"
"26 Jul 05","2.297"
"25 Jul 05","2.2857"
"22 Jul 05","2.2725"
"21 Jul 05","2.2865"
"20 Jul 05","2.2951"
"19 Jul 05","2.3162"
"18 Jul 05","2.3253"
"15 Jul 05","2.3389"
"14 Jul 05","2.337"
"13 Jul 05","2.3459"
"12 Jul 05","2.3444"
"11 Jul 05","2.3508"
"08 Jul 05","2.3376"
"07 Jul 05","2.3521"
"06 Jul 05","2.3671"
"05 Jul 05","2.3697"
"04 Jul 05","2.3461"
"01 Jul 05","2.3585"
"30 Jun 05","2.3511"
"29 Jun 05","2.3686"
"28 Jun 05","2.3723"
"27 Jun 05","2.3754"
"24 Jun 05","2.3732"
"23 Jun 05","2.3555"
"22 Jun 05","2.3394"
"21 Jun 05","2.3497"
"20 Jun 05","2.3505"
"17 Jun 05","2.3447"
"16 Jun 05","2.3557"
"15 Jun 05","2.3706"
"14 Jun 05","2.3607"
"13 Jun 05","2.3653"
"10 Jun 05","2.3789"
"09 Jun 05","2.3715"
"08 Jun 05","2.3894"
"07 Jun 05","2.3816"
"06 Jun 05","2.3754"
"03 Jun 05","2.3973"
"02 Jun 05","2.4073"
"01 Jun 05","2.4162"
"31 May 05","2.4047"
"27 May 05","2.3943"
"26 May 05","2.3958"
"25 May 05","2.4015"
"24 May 05","2.4001"
"23 May 05","2.4089"
"20 May 05","2.417"
"19 May 05","2.4247"
"18 May 05","2.4201"
"17 May 05","2.4294"
"16 May 05","2.4219"
"13 May 05","2.432"
"12 May 05","2.4279"
"11 May 05","2.4177"
"10 May 05","2.427"
"09 May 05","2.437"
"06 May 05","2.4361"
"05 May 05","2.4377"
"04 May 05","2.4452"
"03 May 05","2.4424"
"29 Apr 05","2.444"
"28 Apr 05","2.4519"
"27 Apr 05","2.4551"
"26 Apr 05","2.4487"
"25 Apr 05","2.455"
"22 Apr 05","2.447"
"21 Apr 05","2.4629"
"20 Apr 05","2.4755"
"19 Apr 05","2.4934"
"18 Apr 05","2.4873"
"15 Apr 05","2.4552"
"14 Apr 05","2.4361"
"13 Apr 05","2.4338"
"12 Apr 05","2.4385"
"11 Apr 05","2.4412"
"08 Apr 05","2.4368"
"07 Apr 05","2.4415"
"06 Apr 05","2.4544"
"05 Apr 05","2.4495"
"04 Apr 05","2.4425"
"01 Apr 05","2.4457"
"31 Mar 05","2.4452"
"30 Mar 05","2.4359"
"29 Mar 05","2.4307"
"24 Mar 05","2.4222"
"23 Mar 05","2.4164"
"22 Mar 05","2.4004"
"21 Mar 05","2.407"
"18 Mar 05","2.4176"
"17 Mar 05","2.4234"
"16 Mar 05","2.4275"
"15 Mar 05","2.4249"
"14 Mar 05","2.4281"
"11 Mar 05","2.4273"
"10 Mar 05","2.434"
"09 Mar 05","2.4258"
"08 Mar 05","2.4178"
"07 Mar 05","2.4165"
"04 Mar 05","2.4303"
"03 Mar 05","2.4342"
"02 Mar 05","2.4401"
"01 Mar 05","2.4422"
"28 Feb 05","2.4259"
"25 Feb 05","2.4408"
"24 Feb 05","2.4283"
"23 Feb 05","2.4259"
"22 Feb 05","2.4013"
"21 Feb 05","2.4037"
"18 Feb 05","2.4065"
"17 Feb 05","2.4011"
"16 Feb 05","2.4035"
"15 Feb 05","2.4059"
"14 Feb 05","2.3933"
"11 Feb 05","2.3809"
"10 Feb 05","2.3913"
"09 Feb 05","2.4187"
"08 Feb 05","2.4256"
"07 Feb 05","2.412"
"04 Feb 05","2.4415"
"03 Feb 05","2.443"
"02 Feb 05","2.4339"
"01 Feb 05","2.4354"
"31 Jan 05","2.434"
"28 Jan 05","2.4324"
"27 Jan 05","2.4331"
"26 Jan 05","2.4303"
"25 Jan 05","2.4394"
"24 Jan 05","2.4388"
"21 Jan 05","2.4368"
"20 Jan 05","2.4587"
"19 Jan 05","2.4638"
"18 Jan 05","2.4698"
"17 Jan 05","2.451"
"14 Jan 05","2.4584"
"13 Jan 05","2.4567"
"12 Jan 05","2.4629"
"11 Jan 05","2.4603"
"10 Jan 05","2.4704"
"07 Jan 05","2.4631"
"06 Jan 05","2.4641"
"05 Jan 05","2.463"
"04 Jan 05","2.4506"
