"Date","zt"
"30 Dec 14","1.279"
"31 Dec 14","1.2841"
"02 Jan 15","1.279"
"05 Jan 15","1.2767"
"06 Jan 15","1.2727"
"07 Jan 15","1.2762"
"08 Jan 15","1.2789"
"09 Jan 15","1.2801"
"12 Jan 15","1.281"
"13 Jan 15","1.2881"
"14 Jan 15","1.2907"
"15 Jan 15","1.3091"
"16 Jan 15","1.315"
"19 Jan 15","1.3031"
"20 Jan 15","1.3129"
"21 Jan 15","1.3046"
"22 Jan 15","1.3214"
"23 Jan 15","1.336"
"26 Jan 15","1.3372"
"27 Jan 15","1.3335"
"28 Jan 15","1.3385"
"29 Jan 15","1.3299"
"30 Jan 15","1.3309"
"02 Feb 15","1.3256"
"03 Feb 15","1.3201"
"04 Feb 15","1.3317"
"05 Feb 15","1.3376"
"06 Feb 15","1.346"
"09 Feb 15","1.3444"
"10 Feb 15","1.3476"
"11 Feb 15","1.3504"
"12 Feb 15","1.3509"
"13 Feb 15","1.3499"
"16 Feb 15","1.3486"
"17 Feb 15","1.3451"
"18 Feb 15","1.3597"
"19 Feb 15","1.3556"
"20 Feb 15","1.3523"
"23 Feb 15","1.3605"
"24 Feb 15","1.3637"
"25 Feb 15","1.3637"
"26 Feb 15","1.3742"
"27 Feb 15","1.3775"
"02 Mar 15","1.3723"
"03 Mar 15","1.3743"
"04 Mar 15","1.3794"
"05 Mar 15","1.3812"
"06 Mar 15","1.3868"
"09 Mar 15","1.3918"
"10 Mar 15","1.4089"
"11 Mar 15","1.4134"
"12 Mar 15","1.4043"
"13 Mar 15","1.4022"
"16 Mar 15","1.3995"
"17 Mar 15","1.3902"
"18 Mar 15","1.3799"
"19 Mar 15","1.3866"
"20 Mar 15","1.3828"
"23 Mar 15","1.3668"
"24 Mar 15","1.3633"
"25 Mar 15","1.3576"
"26 Mar 15","1.3594"
"27 Mar 15","1.3661"
"30 Mar 15","1.367"
"31 Mar 15","1.3821"
"01 Apr 15","1.3773"
"02 Apr 15","1.363"
"07 Apr 15","1.3693"
"08 Apr 15","1.383"
"09 Apr 15","1.3803"
"10 Apr 15","1.3792"
"13 Apr 15","1.3846"
"14 Apr 15","1.383"
"15 Apr 15","1.3918"
"16 Apr 15","1.3923"
"17 Apr 15","1.3884"
"20 Apr 15","1.3869"
"21 Apr 15","1.3902"
"22 Apr 15","1.4022"
"23 Apr 15","1.3936"
"24 Apr 15","1.3959"
"27 Apr 15","1.3977"
"28 Apr 15","1.3954"
"29 Apr 15","1.3859"
"30 Apr 15","1.372"
"01 May 15","1.3527"
"05 May 15","1.3581"
"06 May 15","1.343"
"07 May 15","1.3498"
"08 May 15","1.3743"
"11 May 15","1.3959"
"12 May 15","1.3926"
"13 May 15","1.3857"
"14 May 15","1.3847"
"15 May 15","1.3804"
"18 May 15","1.3799"
"19 May 15","1.3934"
"20 May 15","1.4006"
"21 May 15","1.4088"
"22 May 15","1.4057"
"26 May 15","1.4116"
"27 May 15","1.4092"
"28 May 15","1.4006"
"29 May 15","1.392"
"01 Jun 15","1.3955"
"02 Jun 15","1.3774"
"03 Jun 15","1.3609"
"04 Jun 15","1.3618"
"05 Jun 15","1.3721"
"08 Jun 15","1.3629"
"09 Jun 15","1.3622"
"10 Jun 15","1.3749"
"11 Jun 15","1.3792"
"12 Jun 15","1.3815"
"15 Jun 15","1.3811"
"16 Jun 15","1.3908"
"17 Jun 15","1.3986"
"18 Jun 15","1.3927"
"19 Jun 15","1.4019"
"22 Jun 15","1.3879"
"23 Jun 15","1.4063"
"24 Jun 15","1.4057"
"25 Jun 15","1.4049"
"26 Jun 15","1.4122"
"29 Jun 15","1.4119"
"30 Jun 15","1.4118"
"01 Jul 15","1.4072"
"02 Jul 15","1.405"
"03 Jul 15","1.4057"
"06 Jul 15","1.4088"
"07 Jul 15","1.4099"
"08 Jul 15","1.3874"
"09 Jul 15","1.3931"
"10 Jul 15","1.388"
"13 Jul 15","1.4104"
"14 Jul 15","1.4155"
"15 Jul 15","1.4248"
"16 Jul 15","1.4294"
"17 Jul 15","1.4402"
"20 Jul 15","1.4352"
"21 Jul 15","1.4229"
"22 Jul 15","1.435"
"23 Jul 15","1.4142"
"24 Jul 15","1.4134"
"27 Jul 15","1.4028"
"28 Jul 15","1.4114"
"29 Jul 15","1.4189"
"30 Jul 15","1.4289"
"31 Jul 15","1.4126"
"03 Aug 15","1.4234"
"04 Aug 15","1.423"
"05 Aug 15","1.4361"
"06 Aug 15","1.4206"
"07 Aug 15","1.4144"
"10 Aug 15","1.4157"
"11 Aug 15","1.4095"
"12 Aug 15","1.3974"
"13 Aug 15","1.4003"
"14 Aug 15","1.4044"
"17 Aug 15","1.4085"
"18 Aug 15","1.4186"
"19 Aug 15","1.4148"
"20 Aug 15","1.3991"
"21 Aug 15","1.3853"
"24 Aug 15","1.3598"
"25 Aug 15","1.3755"
"26 Aug 15","1.3622"
"27 Aug 15","1.3708"
"28 Aug 15","1.3689"
"01 Sep 15","1.3615"
"02 Sep 15","1.3618"
"03 Sep 15","1.3724"
"04 Sep 15","1.3652"
"07 Sep 15","1.3678"
"08 Sep 15","1.3738"
"09 Sep 15","1.3767"
"10 Sep 15","1.3759"
"11 Sep 15","1.3655"
"14 Sep 15","1.3633"
"15 Sep 15","1.3623"
"16 Sep 15","1.3738"
"17 Sep 15","1.3727"
"18 Sep 15","1.3707"
"21 Sep 15","1.3832"
"22 Sep 15","1.3781"
"23 Sep 15","1.3663"
"24 Sep 15","1.3535"
"25 Sep 15","1.3582"
"28 Sep 15","1.3544"
"29 Sep 15","1.3494"
"30 Sep 15","1.3565"
"01 Oct 15","1.3526"
"02 Oct 15","1.3482"
"05 Oct 15","1.3537"
"06 Oct 15","1.3507"
"07 Oct 15","1.363"
"08 Oct 15","1.3564"
"09 Oct 15","1.348"
"12 Oct 15","1.349"
"13 Oct 15","1.3386"
"14 Oct 15","1.3498"
"15 Oct 15","1.3578"
"16 Oct 15","1.3577"
"19 Oct 15","1.3688"
"20 Oct 15","1.3631"
"21 Oct 15","1.3614"
"22 Oct 15","1.3808"
"23 Oct 15","1.3913"
"26 Oct 15","1.3901"
"27 Oct 15","1.3855"
"28 Oct 15","1.3847"
"29 Oct 15","1.3954"
"30 Oct 15","1.3987"
"02 Nov 15","1.398"
"03 Nov 15","1.4062"
"04 Nov 15","1.4166"
"05 Nov 15","1.4036"
"06 Nov 15","1.4037"
"09 Nov 15","1.4059"
"10 Nov 15","1.4131"
"11 Nov 15","1.4168"
"12 Nov 15","1.4129"
"13 Nov 15","1.4161"
"16 Nov 15","1.4181"
"17 Nov 15","1.4286"
"18 Nov 15","1.4285"
"19 Nov 15","1.4246"
"20 Nov 15","1.4272"
"23 Nov 15","1.4256"
"24 Nov 15","1.4161"
"25 Nov 15","1.4212"
"26 Nov 15","1.4244"
"27 Nov 15","1.4208"
"30 Nov 15","1.4253"
"01 Dec 15","1.4191"
"02 Dec 15","1.4139"
"03 Dec 15","1.3859"
"04 Dec 15","1.3869"
"07 Dec 15","1.389"
"08 Dec 15","1.3783"
"09 Dec 15","1.385"
"10 Dec 15","1.3865"
"11 Dec 15","1.3829"
"14 Dec 15","1.3707"
"15 Dec 15","1.3779"
"16 Dec 15","1.3708"
"17 Dec 15","1.3736"
"18 Dec 15","1.3733"
"21 Dec 15","1.3633"
"22 Dec 15","1.3518"
"23 Dec 15","1.3667"
"24 Dec 15","1.363"
"29 Dec 15","1.3567"
"30 Dec 15","1.3591"
"31 Dec 15","1.3605"
